iter,primal_residual,dual_residual,objective,step
1,1.130714330281658e-08,1.130714330281658e-08,,0
1,1.130714330281658e-08,1.130714330281658e-08,,1
1,1.130714330281658e-08,1.130714330281658e-08,,2
1,1.130714330281658e-08,1.130714330281658e-08,,3
1,1.130714330281658e-08,1.130714330281658e-08,,4
1,1.130714330281658e-08,1.130714330281658e-08,,5
1,1.130714330281658e-08,1.130714330281658e-08,,6
1,1.130714330281658e-08,1.130714330281658e-08,,7
