iter,primal_residual,dual_residual,objective,step
31,430.9288542453563,0.0,,1
32,430.9288542453563,0.0,,1
33,430.9288542453563,0.0,,1
34,430.9288542453563,0.0,,1
35,430.9288542453563,0.0,,1
36,430.9288542453563,0.0,,1
37,430.9288542453563,0.0,,1
38,430.9288542453563,0.0,,1
39,430.9288542453563,0.0,,1
40,430.9288542453563,0.0,,1
41,430.9288542453563,0.0,,1
42,430.9288542453563,0.0,,1
43,430.9288542453563,0.0,,1
44,430.9288542453563,0.0,,1
45,430.9288542453563,0.0,,1
46,430.9288542453563,0.0,,1
47,430.9288542453563,0.0,,1
48,430.9288542453563,0.0,,1
49,430.9288542453563,0.0,,1
50,430.9288542453563,0.0,,1
51,430.9288542453563,0.0,,1
52,430.9288542453563,0.0,,1
53,430.9288542453563,0.0,,1
54,430.9288542453563,0.0,,1
55,430.9288542453563,0.0,,1
56,430.9288542453563,0.0,,1
57,430.9288542453563,0.0,,1
58,430.9288542453563,0.0,,1
59,430.9288542453563,0.0,,1
60,430.9288542453563,0.0,,1
61,430.9288542453563,0.0,,1
62,430.9288542453563,0.0,,1
63,430.9288542453563,0.0,,1
64,430.9288542453563,0.0,,1
65,430.9288542453563,0.0,,1
66,430.9288542453563,0.0,,1
67,430.9288542453563,0.0,,1
68,430.9288542453563,0.0,,1
69,430.9288542453563,0.0,,1
70,430.9288542453563,0.0,,1
71,430.9288542453563,0.0,,1
72,430.9288542453563,0.0,,1
73,430.9288542453563,0.0,,1
74,430.9288542453563,0.0,,1
75,430.9288542453563,0.0,,1
76,430.9288542453563,0.0,,1
77,430.9288542453563,0.0,,1
78,430.9288542453563,0.0,,1
79,430.9288542453563,0.0,,1
80,430.9288542453563,0.0,,1
81,430.9288542453563,0.0,,1
82,430.9288542453563,0.0,,1
83,430.9288542453563,0.0,,1
84,430.9288542453563,0.0,,1
85,430.9288542453563,0.0,,1
86,430.9288542453563,0.0,,1
87,430.9288542453563,0.0,,1
88,430.9288542453563,0.0,,1
89,430.9288542453563,0.0,,1
90,430.9288542453563,0.0,,1
91,430.9288542453563,0.0,,1
92,430.9288542453563,0.0,,1
93,430.9288542453563,0.0,,1
94,430.9288542453563,0.0,,1
95,430.9288542453563,0.0,,1
96,430.9288542453563,0.0,,1
97,430.9288542453563,0.0,,1
98,430.9288542453563,0.0,,1
99,430.9288542453563,0.0,,1
100,430.9288542453563,0.0,,1
1,430.9288542453563,430.9288542453563,,2
2,1292.7865627360688,0.0,,2
3,2585.573125472138,0.0,,2
4,5171.146250944275,0.0,,2
5,10342.29250188855,0.0,,2
6,20684.58500377711,0.0,,2
7,41369.17000755422,0.0,,2
8,82738.34001510844,0.0,,2
9,165476.6800302168,0.0,,2
10,330953.3600604336,0.0,,2
11,661906.7201208672,0.0,,2
12,1323813.4402417345,0.0,,2
13,2647626.8804834685,0.0,,2
14,5295253.760966938,0.0,,2
15,10590507.521933876,0.0,,2
16,21181015.043867752,0.0,,2
17,430.9288542453563,0.0,,2
18,430.9288542453563,0.0,,2
19,430.9288542453563,0.0,,2
20,430.9288542453563,0.0,,2
21,430.9288542453563,0.0,,2
22,430.9288542453563,0.0,,2
23,430.9288542453563,0.0,,2
24,430.9288542453563,0.0,,2
25,430.9288542453563,0.0,,2
26,430.9288542453563,0.0,,2
27,430.9288542453563,0.0,,2
28,430.9288542453563,0.0,,2
29,430.9288542453563,0.0,,2
30,430.9288542453563,0.0,,2
31,430.9288542453563,0.0,,2
32,430.9288542453563,0.0,,2
33,430.9288542453563,0.0,,2
34,430.9288542453563,0.0,,2
35,430.9288542453563,0.0,,2
36,430.9288542453563,0.0,,2
37,430.9288542453563,0.0,,2
38,430.9288542453563,0.0,,2
39,430.9288542453563,0.0,,2
40,430.9288542453563,0.0,,2
41,430.9288542453563,0.0,,2
42,430.9288542453563,0.0,,2
43,430.9288542453563,0.0,,2
44,430.9288542453563,0.0,,2
45,430.9288542453563,0.0,,2
46,430.9288542453563,0.0,,2
47,430.9288542453563,0.0,,2
48,430.9288542453563,0.0,,2
49,430.9288542453563,0.0,,2
50,430.9288542453563,0.0,,2
51,430.9288542453563,0.0,,2
52,430.9288542453563,0.0,,2
53,430.9288542453563,0.0,,2
54,430.9288542453563,0.0,,2
55,430.9288542453563,0.0,,2
56,430.9288542453563,0.0,,2
57,430.9288542453563,0.0,,2
58,430.9288542453563,0.0,,2
59,430.9288542453563,0.0,,2
60,430.9288542453563,0.0,,2
61,430.9288542453563,0.0,,2
62,430.9288542453563,0.0,,2
63,430.9288542453563,0.0,,2
64,430.9288542453563,0.0,,2
65,430.9288542453563,0.0,,2
66,430.9288542453563,0.0,,2
67,430.9288542453563,0.0,,2
68,430.9288542453563,0.0,,2
69,430.9288542453563,0.0,,2
70,430.9288542453563,0.0,,2
71,430.9288542453563,0.0,,2
72,430.9288542453563,0.0,,2
73,430.9288542453563,0.0,,2
74,430.9288542453563,0.0,,2
75,430.9288542453563,0.0,,2
76,430.9288542453563,0.0,,2
77,430.9288542453563,0.0,,2
78,430.9288542453563,0.0,,2
79,430.9288542453563,0.0,,2
80,430.9288542453563,0.0,,2
81,430.9288542453563,0.0,,2
82,430.9288542453563,0.0,,2
83,430.9288542453563,0.0,,2
84,430.9288542453563,0.0,,2
85,430.9288542453563,0.0,,2
86,430.9288542453563,0.0,,2
87,430.9288542453563,0.0,,2
88,430.9288542453563,0.0,,2
89,430.9288542453563,0.0,,2
90,430.9288542453563,0.0,,2
91,430.9288542453563,0.0,,2
92,430.9288542453563,0.0,,2
93,430.9288542453563,0.0,,2
94,430.9288542453563,0.0,,2
95,430.9288542453563,0.0,,2
96,430.9288542453563,0.0,,2
97,430.9288542453563,0.0,,2
98,430.9288542453563,0.0,,2
99,430.9288542453563,0.0,,2
100,430.9288542453563,0.0,,2
1,430.9288542453563,430.9288542453563,,3
2,1292.7865627360688,0.0,,3
3,2585.573125472138,0.0,,3
4,5171.146250944275,0.0,,3
5,10342.29250188855,0.0,,3
6,20684.58500377711,0.0,,3
7,41369.17000755422,0.0,,3
8,82738.34001510844,0.0,,3
9,165476.6800302168,0.0,,3
10,330953.3600604336,0.0,,3
11,661906.7201208672,0.0,,3
12,1323813.4402417345,0.0,,3
13,2647626.8804834685,0.0,,3
14,5295253.760966938,0.0,,3
15,10590507.521933876,0.0,,3
16,21181015.043867752,0.0,,3
17,430.9288542453563,0.0,,3
18,430.9288542453563,0.0,,3
19,430.9288542453563,0.0,,3
20,430.9288542453563,0.0,,3
21,430.9288542453563,0.0,,3
22,430.9288542453563,0.0,,3
23,430.9288542453563,0.0,,3
24,430.9288542453563,0.0,,3
25,430.9288542453563,0.0,,3
26,430.9288542453563,0.0,,3
27,430.9288542453563,0.0,,3
28,430.9288542453563,0.0,,3
29,430.9288542453563,0.0,,3
30,430.9288542453563,0.0,,3
31,430.9288542453563,0.0,,3
32,430.9288542453563,0.0,,3
33,430.9288542453563,0.0,,3
34,430.9288542453563,0.0,,3
35,430.9288542453563,0.0,,3
36,430.9288542453563,0.0,,3
37,430.9288542453563,0.0,,3
38,430.9288542453563,0.0,,3
39,430.9288542453563,0.0,,3
40,430.9288542453563,0.0,,3
41,430.9288542453563,0.0,,3
42,430.9288542453563,0.0,,3
43,430.9288542453563,0.0,,3
44,430.9288542453563,0.0,,3
45,430.9288542453563,0.0,,3
46,430.9288542453563,0.0,,3
47,430.9288542453563,0.0,,3
48,430.9288542453563,0.0,,3
49,430.9288542453563,0.0,,3
50,430.9288542453563,0.0,,3
51,430.9288542453563,0.0,,3
52,430.9288542453563,0.0,,3
53,430.9288542453563,0.0,,3
54,430.9288542453563,0.0,,3
55,430.9288542453563,0.0,,3
56,430.9288542453563,0.0,,3
57,430.9288542453563,0.0,,3
58,430.9288542453563,0.0,,3
59,430.9288542453563,0.0,,3
60,430.9288542453563,0.0,,3
61,430.9288542453563,0.0,,3
62,430.9288542453563,0.0,,3
63,430.9288542453563,0.0,,3
64,430.9288542453563,0.0,,3
65,430.9288542453563,0.0,,3
66,430.9288542453563,0.0,,3
67,430.9288542453563,0.0,,3
68,430.9288542453563,0.0,,3
69,430.9288542453563,0.0,,3
70,430.9288542453563,0.0,,3
71,430.9288542453563,0.0,,3
72,430.9288542453563,0.0,,3
73,430.9288542453563,0.0,,3
74,430.9288542453563,0.0,,3
75,430.9288542453563,0.0,,3
76,430.9288542453563,0.0,,3
77,430.9288542453563,0.0,,3
78,430.9288542453563,0.0,,3
79,430.9288542453563,0.0,,3
80,430.9288542453563,0.0,,3
81,430.9288542453563,0.0,,3
82,430.9288542453563,0.0,,3
83,430.9288542453563,0.0,,3
84,430.9288542453563,0.0,,3
85,430.9288542453563,0.0,,3
86,430.9288542453563,0.0,,3
87,430.9288542453563,0.0,,3
88,430.9288542453563,0.0,,3
89,430.9288542453563,0.0,,3
90,430.9288542453563,0.0,,3
91,430.9288542453563,0.0,,3
92,430.9288542453563,0.0,,3
93,430.9288542453563,0.0,,3
94,430.9288542453563,0.0,,3
95,430.9288542453563,0.0,,3
96,430.9288542453563,0.0,,3
97,430.9288542453563,0.0,,3
98,430.9288542453563,0.0,,3
99,430.9288542453563,0.0,,3
100,430.9288542453563,0.0,,3
1,430.9288542453563,430.9288542453563,,4
2,1292.7865627360688,0.0,,4
3,2585.573125472138,0.0,,4
4,5171.146250944275,0.0,,4
5,10342.29250188855,0.0,,4
6,20684.58500377711,0.0,,4
7,41369.17000755422,0.0,,4
8,82738.34001510844,0.0,,4
9,165476.6800302168,0.0,,4
10,330953.3600604336,0.0,,4
11,661906.7201208672,0.0,,4
12,1323813.4402417345,0.0,,4
13,2647626.8804834685,0.0,,4
14,5295253.760966938,0.0,,4
15,10590507.521933876,0.0,,4
16,21181015.043867752,0.0,,4
17,430.9288542453563,0.0,,4
18,430.9288542453563,0.0,,4
19,430.9288542453563,0.0,,4
20,430.9288542453563,0.0,,4
21,430.9288542453563,0.0,,4
22,430.9288542453563,0.0,,4
23,430.9288542453563,0.0,,4
24,430.9288542453563,0.0,,4
25,430.9288542453563,0.0,,4
26,430.9288542453563,0.0,,4
27,430.9288542453563,0.0,,4
28,430.9288542453563,0.0,,4
29,430.9288542453563,0.0,,4
30,430.9288542453563,0.0,,4
31,430.9288542453563,0.0,,4
32,430.9288542453563,0.0,,4
33,430.9288542453563,0.0,,4
34,430.9288542453563,0.0,,4
35,430.9288542453563,0.0,,4
36,430.9288542453563,0.0,,4
37,430.9288542453563,0.0,,4
38,430.9288542453563,0.0,,4
39,430.9288542453563,0.0,,4
40,430.9288542453563,0.0,,4
41,430.9288542453563,0.0,,4
42,430.9288542453563,0.0,,4
43,430.9288542453563,0.0,,4
44,430.9288542453563,0.0,,4
45,430.9288542453563,0.0,,4
46,430.9288542453563,0.0,,4
47,430.9288542453563,0.0,,4
48,430.9288542453563,0.0,,4
49,430.9288542453563,0.0,,4
50,430.9288542453563,0.0,,4
51,430.9288542453563,0.0,,4
52,430.9288542453563,0.0,,4
53,430.9288542453563,0.0,,4
54,430.9288542453563,0.0,,4
55,430.9288542453563,0.0,,4
56,430.9288542453563,0.0,,4
57,430.9288542453563,0.0,,4
58,430.9288542453563,0.0,,4
59,430.9288542453563,0.0,,4
60,430.9288542453563,0.0,,4
61,430.9288542453563,0.0,,4
62,430.9288542453563,0.0,,4
63,430.9288542453563,0.0,,4
64,430.9288542453563,0.0,,4
65,430.9288542453563,0.0,,4
66,430.9288542453563,0.0,,4
67,430.9288542453563,0.0,,4
68,430.9288542453563,0.0,,4
69,430.9288542453563,0.0,,4
70,430.9288542453563,0.0,,4
71,430.9288542453563,0.0,,4
72,430.9288542453563,0.0,,4
73,430.9288542453563,0.0,,4
74,430.9288542453563,0.0,,4
75,430.9288542453563,0.0,,4
76,430.9288542453563,0.0,,4
77,430.9288542453563,0.0,,4
78,430.9288542453563,0.0,,4
79,430.9288542453563,0.0,,4
80,430.9288542453563,0.0,,4
81,430.9288542453563,0.0,,4
82,430.9288542453563,0.0,,4
83,430.9288542453563,0.0,,4
84,430.9288542453563,0.0,,4
85,430.9288542453563,0.0,,4
86,430.9288542453563,0.0,,4
87,430.9288542453563,0.0,,4
88,430.9288542453563,0.0,,4
89,430.9288542453563,0.0,,4
90,430.9288542453563,0.0,,4
91,430.9288542453563,0.0,,4
92,430.9288542453563,0.0,,4
93,430.9288542453563,0.0,,4
94,430.9288542453563,0.0,,4
95,430.9288542453563,0.0,,4
96,430.9288542453563,0.0,,4
97,430.9288542453563,0.0,,4
98,430.9288542453563,0.0,,4
99,430.9288542453563,0.0,,4
100,430.9288542453563,0.0,,4
1,430.9288542453563,430.9288542453563,,5
2,1292.7865627360688,0.0,,5
3,2585.573125472138,0.0,,5
4,5171.146250944275,0.0,,5
5,10342.29250188855,0.0,,5
6,20684.58500377711,0.0,,5
7,41369.17000755422,0.0,,5
8,82738.34001510844,0.0,,5
9,165476.6800302168,0.0,,5
10,330953.3600604336,0.0,,5
11,661906.7201208672,0.0,,5
12,1323813.4402417345,0.0,,5
13,2647626.8804834685,0.0,,5
14,5295253.760966938,0.0,,5
15,10590507.521933876,0.0,,5
16,21181015.043867752,0.0,,5
17,430.9288542453563,0.0,,5
18,430.9288542453563,0.0,,5
19,430.9288542453563,0.0,,5
20,430.9288542453563,0.0,,5
21,430.9288542453563,0.0,,5
22,430.9288542453563,0.0,,5
23,430.9288542453563,0.0,,5
24,430.9288542453563,0.0,,5
25,430.9288542453563,0.0,,5
26,430.9288542453563,0.0,,5
27,430.9288542453563,0.0,,5
28,430.9288542453563,0.0,,5
29,430.9288542453563,0.0,,5
30,430.9288542453563,0.0,,5
31,430.9288542453563,0.0,,5
32,430.9288542453563,0.0,,5
33,430.9288542453563,0.0,,5
34,430.9288542453563,0.0,,5
35,430.9288542453563,0.0,,5
36,430.9288542453563,0.0,,5
37,430.9288542453563,0.0,,5
38,430.9288542453563,0.0,,5
39,430.9288542453563,0.0,,5
40,430.9288542453563,0.0,,5
41,430.9288542453563,0.0,,5
42,430.9288542453563,0.0,,5
43,430.9288542453563,0.0,,5
44,430.9288542453563,0.0,,5
45,430.9288542453563,0.0,,5
46,430.9288542453563,0.0,,5
47,430.9288542453563,0.0,,5
48,430.9288542453563,0.0,,5
49,430.9288542453563,0.0,,5
50,430.9288542453563,0.0,,5
51,430.9288542453563,0.0,,5
52,430.9288542453563,0.0,,5
53,430.9288542453563,0.0,,5
54,430.9288542453563,0.0,,5
55,430.9288542453563,0.0,,5
56,430.9288542453563,0.0,,5
57,430.9288542453563,0.0,,5
58,430.9288542453563,0.0,,5
59,430.9288542453563,0.0,,5
60,430.9288542453563,0.0,,5
61,430.9288542453563,0.0,,5
62,430.9288542453563,0.0,,5
63,430.9288542453563,0.0,,5
64,430.9288542453563,0.0,,5
65,430.9288542453563,0.0,,5
66,430.9288542453563,0.0,,5
67,430.9288542453563,0.0,,5
68,430.9288542453563,0.0,,5
69,430.9288542453563,0.0,,5
70,430.9288542453563,0.0,,5
71,430.9288542453563,0.0,,5
72,430.9288542453563,0.0,,5
73,430.9288542453563,0.0,,5
74,430.9288542453563,0.0,,5
75,430.9288542453563,0.0,,5
76,430.9288542453563,0.0,,5
77,430.9288542453563,0.0,,5
78,430.9288542453563,0.0,,5
79,430.9288542453563,0.0,,5
80,430.9288542453563,0.0,,5
81,430.9288542453563,0.0,,5
82,430.9288542453563,0.0,,5
83,430.9288542453563,0.0,,5
84,430.9288542453563,0.0,,5
85,430.9288542453563,0.0,,5
86,430.9288542453563,0.0,,5
87,430.9288542453563,0.0,,5
88,430.9288542453563,0.0,,5
89,430.9288542453563,0.0,,5
90,430.9288542453563,0.0,,5
91,430.9288542453563,0.0,,5
92,430.9288542453563,0.0,,5
93,430.9288542453563,0.0,,5
94,430.9288542453563,0.0,,5
95,430.9288542453563,0.0,,5
96,430.9288542453563,0.0,,5
97,430.9288542453563,0.0,,5
98,430.9288542453563,0.0,,5
99,430.9288542453563,0.0,,5
100,430.9288542453563,0.0,,5
